student_id,degree,specialization,cgpa,academic_performance,Python,Java,C_CPP,SQL,HTML_CSS,JavaScript,Excel,Power_BI,Statistics,Machine_Learning,Deep_Learning,Cloud_Computing,Networking,Cybersecurity,Git_GitHub,Communication,Problem_Solving,Teamwork,Leadership,Analytical_Thinking,interests,career_label
STU1656,B.Sc Information Technology,Data Science,5.96,Pass,1,0,0,3,5,5,0,1,1,0,0,2,2,2,3,3,4,3,2,3,Web Development; Software Development,Web Developer
STU1936,B.Sc Computer Science,Software Engineering,8.94,Distinction,2,2,0,5,1,2,3,3,2,0,0,2,3,2,3,4,4,4,3,4,Database Management; Machine Learning,Database Administrator
STU1823,B.Sc Information Technology,Cloud & Security,6.26,Second Class,3,2,1,4,0,2,3,2,1,1,1,2,3,4,3,2,4,2,4,4,Database Management; Cybersecurity; Software Development,Database Administrator
STU1867,B.Sc Information Technology,Software Engineering,7.65,First Class,2,2,2,5,2,0,3,2,3,0,0,3,2,3,4,4,4,2,3,4,Database Management; Software Development,Database Administrator
STU1047,B.Sc Information Technology,Web Technologies,7.91,First Class,3,1,0,2,1,1,4,3,4,3,0,0,1,0,1,5,3,3,2,5,Data Analysis; Database Management; Cloud Computing,Data Analyst
STU2375,B.Sc Information Technology,Information Technology,8.13,First Class,3,3,3,3,2,2,1,2,3,1,0,3,4,3,4,3,5,3,3,4,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
STU1992,B.Sc Computer Science,Data Science,7.94,First Class,2,3,0,5,1,1,2,2,1,1,0,3,3,3,3,2,3,3,4,4,Database Management; Data Science,Database Administrator
STU1877,BCA,Information Technology,6.71,Second Class,3,2,2,5,1,1,3,1,2,0,0,4,1,3,3,3,4,3,3,3,Database Management; Data Analysis,Database Administrator
STU1774,B.Sc Information Technology,Data Science,6.79,Second Class,3,1,1,3,4,5,0,1,1,1,0,2,0,2,4,3,5,5,2,3,Web Development; Software Development,Web Developer
STU2600,B.Sc Information Technology,Cloud & Security,8.08,First Class,5,2,2,4,2,3,0,3,4,4,5,5,1,1,4,2,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity; Web Development,Machine Learning Engineer
STU1005,B.Sc Information Technology,Web Technologies,6.51,Second Class,4,1,0,5,1,0,5,4,4,3,0,1,0,1,2,5,3,3,2,5,Data Analysis; Database Management,Data Analyst
STU2004,B.Sc Information Technology,Web Technologies,7.26,First Class,3,2,1,1,1,3,2,1,2,2,0,5,4,4,4,4,3,3,3,3,Cloud Computing; Software Development; Web Development,Cloud Engineer
STU2386,B.Sc Information Technology,Software Engineering,7.68,First Class,4,3,3,2,3,2,1,1,2,2,0,3,3,5,3,3,4,3,3,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
STU1264,B.Sc Information Technology,Data Science,6.28,Second Class,4,3,1,2,0,2,2,3,3,5,5,3,0,0,4,4,5,2,3,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
STU2260,B.Sc Information Technology,Software Engineering,7.79,First Class,3,2,4,4,1,0,1,1,2,0,0,1,5,5,2,3,4,4,4,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
STU2462,B.Sc Information Technology,Data Science,9.37,Distinction,5,3,1,4,1,3,2,1,4,5,5,4,0,0,4,3,5,4,2,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU1444,B.Sc Information Technology,Data Science,8.01,First Class,4,4,5,3,2,4,1,1,1,0,0,2,2,2,4,3,4,5,4,5,Software Development; Cybersecurity,Software Developer
STU2003,B.Sc Information Technology,Web Technologies,7.01,First Class,3,3,1,0,2,2,1,1,1,2,0,4,5,1,5,3,4,3,4,4,Cloud Computing; Artificial Intelligence; Data Science,Cloud Engineer
STU2078,B.Sc Information Technology,Data Science,7.0,First Class,2,2,1,1,1,2,0,2,1,1,0,5,3,3,4,3,4,4,2,4,Cloud Computing; Machine Learning,Cloud Engineer
STU1838,B.Sc Computer Science,Information Technology,5.8,Pass,0,2,0,5,1,2,3,2,1,1,1,3,3,2,3,4,4,3,3,3,Database Management; Web Development; Machine Learning,Database Administrator
STU2442,B.Sc Information Technology,Software Engineering,7.25,First Class,5,1,3,4,1,2,1,2,4,5,5,4,2,2,3,3,4,5,4,4,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
STU1305,B.Sc Computer Science,Software Engineering,8.09,First Class,5,2,1,5,0,1,3,3,5,3,4,3,0,1,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
STU2250,B.Sc Computer Science,Software Engineering,7.07,First Class,3,2,4,4,2,2,1,1,2,1,0,3,3,5,4,2,5,2,4,5,Cybersecurity; Cloud Computing; Software Development; Data Analysis,Cybersecurity Analyst
STU1314,B.Sc Information Technology,Cloud & Security,7.81,First Class,5,2,0,4,0,2,3,3,5,5,4,4,2,1,5,4,5,3,3,4,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
STU1150,B.Sc Information Technology,Information Technology,8.7,Distinction,2,1,0,2,1,1,3,2,5,0,0,2,0,0,2,4,4,3,3,5,Data Analysis; Database Management; Machine Learning,Data Analyst
STU2149,B.Sc Information Technology,Data Science,7.12,First Class,3,0,1,2,1,2,0,2,0,1,0,4,5,3,4,3,4,3,3,4,Cloud Computing; Artificial Intelligence; Machine Learning,Cloud Engineer
STU2214,B.Sc Information Technology,Data Science,8.16,First Class,4,0,3,1,1,2,0,0,2,2,0,3,5,5,4,3,5,2,3,4,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU1575,B.Sc Computer Science,Data Science,6.17,Second Class,4,5,3,3,2,2,0,1,0,0,0,0,2,1,4,3,5,4,2,4,Software Development,Software Developer
STU1051,B.Sc Information Technology,Data Science,7.48,First Class,3,0,1,4,1,1,4,3,4,3,0,2,1,1,1,5,4,3,1,4,Data Analysis; Database Management; Machine Learning,Data Analyst
STU2247,BCA,Web Technologies,7.3,First Class,2,1,3,3,3,1,1,1,2,1,0,4,5,5,2,3,5,3,3,4,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
STU1727,B.Sc Information Technology,Cloud & Security,7.59,First Class,4,1,1,3,5,5,0,1,1,1,0,3,2,1,4,3,5,3,1,2,Web Development; Software Development; Data Analysis,Web Developer
STU1834,B.Sc Information Technology,Information Technology,6.18,Second Class,0,3,1,5,2,1,1,1,3,2,0,3,2,4,2,2,4,3,4,3,Database Management,Database Administrator
STU2116,B.Sc Information Technology,Web Technologies,7.17,First Class,2,1,1,2,1,2,1,0,1,0,0,5,5,1,4,3,4,4,2,4,Cloud Computing; Artificial Intelligence; Data Science,Cloud Engineer
STU2167,B.Sc Information Technology,Information Technology,7.86,First Class,1,3,1,0,1,2,1,1,1,0,0,5,2,3,2,4,4,4,3,4,Cloud Computing; Cybersecurity,Cloud Engineer
STU1471,B.Sc Information Technology,Software Engineering,7.02,First Class,4,5,2,3,2,3,1,0,2,1,0,2,2,1,4,3,5,4,3,4,Software Development; Cloud Computing,Software Developer
STU1972,B.Sc Information Technology,Web Technologies,6.41,Second Class,1,2,1,5,0,1,3,1,2,2,0,2,4,1,3,2,5,2,2,5,Database Management; Software Development,Database Administrator
STU1654,B.Sc Information Technology,Data Science,6.81,Second Class,3,2,0,3,5,5,2,1,1,1,0,3,3,3,3,4,5,4,2,3,Web Development; Software Development; Cloud Computing,Web Developer
STU1400,B.Sc Information Technology,Data Science,8.61,Distinction,4,2,1,4,1,1,3,3,5,4,2,3,1,0,4,3,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
STU1512,B.Sc Information Technology,Cloud & Security,6.96,Second Class,2,5,4,3,2,2,2,2,2,2,0,3,2,2,3,3,5,5,4,3,Software Development,Software Developer
STU1321,B.Sc Information Technology,Cloud & Security,9.9,Distinction,5,3,1,3,1,1,2,2,5,3,4,2,1,0,3,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Web Development; Database Management,Data Scientist
STU1020,B.Sc Computer Science,Web Technologies,6.73,Second Class,4,1,0,5,0,2,4,3,4,2,0,3,1,1,2,5,4,2,1,4,Data Analysis; Database Management,Data Analyst
STU1685,B.Sc Information Technology,Cloud & Security,6.99,Second Class,3,2,1,3,5,5,0,2,0,0,0,2,2,2,5,2,3,4,2,3,Web Development; Software Development; Machine Learning,Web Developer
STU1036,B.Sc Computer Science,Data Science,7.77,First Class,3,1,0,4,2,0,3,4,2,2,0,3,1,1,3,4,5,2,2,5,Data Analysis; Database Management; Software Development,Data Analyst
STU1903,B.Sc Information Technology,Information Technology,5.6,Pass,2,2,2,5,2,1,2,1,2,0,0,2,3,3,3,2,4,3,2,4,Database Management; Machine Learning,Database Administrator
STU1828,B.Sc Information Technology,Data Science,8.24,First Class,2,0,1,4,1,1,3,2,1,1,1,4,1,3,3,4,4,3,2,4,Database Management; Cybersecurity,Database Administrator
STU2436,B.Sc Information Technology,Web Technologies,7.0,First Class,5,3,2,4,1,2,2,2,3,5,5,4,2,3,5,3,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis,Machine Learning Engineer
STU1408,B.Sc Information Technology,Data Science,8.24,First Class,4,5,5,3,2,2,1,1,3,0,0,2,2,1,4,3,5,4,3,4,Software Development,Software Developer
STU1921,B.Sc Information Technology,Information Technology,6.73,Second Class,2,2,1,5,1,2,2,1,2,1,0,2,3,3,4,4,4,4,2,5,Database Management; Data Science; Machine Learning,Database Administrator
STU1538,B.Sc Information Technology,Cloud & Security,7.49,First Class,4,4,4,2,2,3,0,1,1,1,0,2,1,1,4,3,4,3,3,4,Software Development,Software Developer
STU1759,B.Sc Information Technology,Information Technology,6.58,Second Class,4,2,1,3,5,4,0,0,1,1,0,1,2,2,4,4,4,4,1,3,Web Development; Software Development; Database Management; Artificial Intelligence,Web Developer
STU2063,B.Sc Information Technology,Data Science,8.34,First Class,3,2,1,2,1,1,1,1,2,0,0,5,4,2,3,4,4,4,4,3,Cloud Computing; Software Development,Cloud Engineer
STU2200,B.Sc Information Technology,Cloud & Security,6.56,Second Class,2,2,1,2,1,2,0,0,1,1,0,5,5,4,4,2,4,4,3,4,Cloud Computing; Machine Learning,Cloud Engineer
STU1246,B.Sc Computer Science,Cloud & Security,8.98,Distinction,4,3,1,4,1,1,3,3,4,4,4,4,1,2,4,4,4,2,3,4,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
STU2128,B.Sc Computer Science,Data Science,7.6,First Class,4,2,1,3,2,3,2,1,0,1,0,5,4,3,4,2,4,4,3,4,Cloud Computing,Cloud Engineer
STU1785,B.Sc Information Technology,Cloud & Security,8.08,First Class,2,1,1,4,5,5,1,1,0,2,0,2,3,0,5,3,4,3,3,4,Web Development; Software Development,Web Developer
STU1490,B.Sc Computer Science,Web Technologies,6.77,Second Class,4,4,4,3,3,4,0,0,2,0,0,2,2,2,4,4,5,4,2,3,Software Development; Cybersecurity,Software Developer
STU1155,B.Sc Information Technology,Information Technology,8.52,Distinction,4,0,0,4,0,0,4,5,4,1,0,3,1,1,2,4,4,4,2,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
STU1962,B.Sc Information Technology,Cloud & Security,6.9,Second Class,2,2,1,5,1,0,3,2,1,1,0,3,4,2,3,3,3,4,3,5,Database Management,Database Administrator
STU1854,B.Sc Information Technology,Information Technology,8.08,First Class,2,2,0,5,1,1,3,0,3,2,0,4,2,3,2,3,4,3,3,4,Database Management; Machine Learning,Database Administrator
STU1626,B.Sc Information Technology,Software Engineering,8.23,First Class,3,2,1,3,5,5,1,1,1,1,0,2,2,2,4,3,5,5,2,2,Web Development; Software Development; Data Analysis; Machine Learning,Web Developer
STU1686,B.Sc Information Technology,Cloud & Security,6.72,Second Class,2,2,0,2,3,5,1,0,1,0,1,2,2,2,4,3,4,5,2,4,Web Development; Software Development; Machine Learning; Cybersecurity,Web Developer
STU1570,B.Sc Information Technology,Data Science,7.87,First Class,4,5,5,2,2,3,0,1,1,0,0,2,2,2,3,3,5,4,4,4,Software Development; Cloud Computing,Software Developer
STU2521,B.Sc Information Technology,Software Engineering,7.84,First Class,5,3,4,3,0,2,1,0,5,5,4,4,2,3,4,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
STU1018,B.Sc Information Technology,Software Engineering,8.62,Distinction,2,1,0,4,0,0,3,4,4,2,1,2,0,2,1,5,3,4,1,5,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
STU1128,B.Sc Information Technology,Software Engineering,6.99,Second Class,4,1,0,4,1,1,4,4,5,2,1,2,2,1,2,5,3,4,2,4,Data Analysis; Database Management; Web Development,Data Analyst
STU2573,B.Sc Information Technology,Software Engineering,7.8,First Class,4,4,3,4,1,2,1,3,2,5,4,4,0,2,4,2,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity; Data Analysis,Machine Learning Engineer
STU1928,B.Sc Information Technology,Web Technologies,7.5,First Class,0,2,1,5,1,1,3,2,3,1,0,3,1,2,2,2,3,4,3,4,Database Management; Data Science,Database Administrator
STU1981,B.Sc Information Technology,Software Engineering,6.98,Second Class,2,2,0,5,1,1,3,2,2,1,0,3,4,3,3,3,4,3,2,5,Database Management,Database Administrator
STU2569,B.Sc Computer Science,Information Technology,7.42,First Class,5,3,2,5,1,2,1,3,4,5,5,4,1,2,4,4,5,4,3,4,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU1191,B.Sc Information Technology,Information Technology,8.02,First Class,3,2,0,3,1,0,5,4,4,2,0,2,1,0,2,3,4,3,1,5,Data Analysis; Database Management,Data Analyst
STU2140,B.Sc Information Technology,Data Science,8.22,First Class,2,2,2,2,1,1,1,1,1,0,0,4,2,3,3,2,4,4,3,4,Cloud Computing; Machine Learning,Cloud Engineer
STU1993,B.Sc Computer Science,Software Engineering,5.5,Pass,1,2,0,5,1,1,4,3,1,0,0,3,3,3,3,4,4,3,3,5,Database Management; Artificial Intelligence,Database Administrator
STU2562,B.Sc Information Technology,Information Technology,8.14,First Class,5,3,3,2,0,2,1,2,2,4,4,5,2,3,4,4,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Web Development; Cybersecurity,Machine Learning Engineer
STU2332,B.Sc Information Technology,Information Technology,7.33,First Class,3,1,3,4,1,1,1,1,2,1,0,3,5,5,4,3,5,3,4,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU1607,B.Sc Information Technology,Data Science,6.87,Second Class,1,2,1,3,5,5,0,1,2,1,0,2,2,2,5,3,4,3,2,3,Web Development; Software Development,Web Developer
STU1181,BCA,Data Science,7.81,First Class,3,1,0,4,0,1,4,4,4,2,0,2,0,1,3,4,4,2,2,5,Data Analysis; Database Management,Data Analyst
STU1302,B.Sc Information Technology,Information Technology,7.39,First Class,5,2,1,3,1,1,3,3,5,4,3,2,1,1,5,4,4,4,4,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
STU1497,B.Sc Information Technology,Data Science,7.35,First Class,5,4,4,3,2,3,1,2,1,0,0,1,2,0,3,3,5,3,3,3,Software Development; Artificial Intelligence,Software Developer
STU2376,B.Sc Computer Science,Data Science,5.99,Pass,4,3,3,3,2,2,1,1,2,1,0,2,4,4,3,4,5,2,3,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
STU2337,B.Sc Computer Science,Cloud & Security,8.04,First Class,3,2,3,1,0,1,1,0,2,1,0,3,4,5,2,3,5,3,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU2317,B.Sc Information Technology,Cloud & Security,7.35,First Class,3,2,3,3,3,2,1,1,1,2,0,1,5,5,2,2,5,4,3,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
STU1518,B.Sc Information Technology,Web Technologies,7.81,First Class,4,3,4,3,2,3,1,2,2,0,0,2,2,3,4,3,5,3,3,5,Software Development; Cloud Computing,Software Developer
STU2070,B.Sc Information Technology,Information Technology,7.1,First Class,3,2,2,3,2,2,0,0,1,1,0,4,4,3,4,3,5,4,3,4,Cloud Computing; Software Development,Cloud Engineer
STU1477,B.Sc Information Technology,Software Engineering,7.25,First Class,4,4,4,3,1,3,0,0,2,1,0,2,2,2,4,3,5,4,3,4,Software Development; Data Science,Software Developer
STU1158,B.Sc Information Technology,Software Engineering,7.18,First Class,3,1,0,4,1,1,4,4,2,1,0,2,0,0,3,5,4,4,1,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
STU2244,B.Sc Computer Science,Information Technology,8.21,First Class,3,2,4,3,2,0,1,0,1,1,0,4,5,5,2,2,5,3,4,5,Cybersecurity; Cloud Computing; Artificial Intelligence; Software Development,Cybersecurity Analyst
STU2196,B.Sc Information Technology,Information Technology,6.62,Second Class,2,0,0,2,1,2,1,0,1,1,1,4,4,4,4,3,4,4,3,3,Cloud Computing; Data Science,Cloud Engineer
STU1017,B.Sc Information Technology,Web Technologies,7.48,First Class,3,2,0,4,2,1,4,3,4,3,0,2,0,1,3,5,4,4,2,5,Data Analysis; Database Management; Cloud Computing,Data Analyst
STU2073,B.Sc Information Technology,Cloud & Security,6.66,Second Class,3,1,0,3,1,2,1,0,0,1,0,5,4,4,5,3,5,4,2,3,Cloud Computing,Cloud Engineer
STU2576,B.Sc Information Technology,Information Technology,8.15,First Class,5,2,3,4,1,2,1,2,2,5,5,4,0,0,4,3,4,4,2,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
STU1547,B.Sc Information Technology,Data Science,7.22,First Class,4,4,4,2,3,2,1,2,2,0,0,2,2,2,4,4,5,4,3,3,Software Development,Software Developer
STU1659,B.Sc Information Technology,Data Science,7.55,First Class,4,0,1,1,4,5,0,2,0,2,0,3,1,2,4,3,5,4,3,3,Web Development; Software Development; Machine Learning,Web Developer
STU2305,B.Sc Information Technology,Software Engineering,7.59,First Class,3,2,2,3,3,2,0,1,2,0,1,3,5,5,2,2,5,4,3,5,Cybersecurity; Cloud Computing; Software Development; Machine Learning,Cybersecurity Analyst
STU2020,B.Sc Computer Science,Data Science,6.5,Second Class,4,3,2,3,1,2,0,1,0,1,1,4,2,3,4,3,4,5,2,4,Cloud Computing; Data Analysis,Cloud Engineer
STU2571,B.Sc Computer Science,Cloud & Security,8.61,Distinction,5,3,2,4,0,2,2,2,4,5,5,3,1,1,4,4,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
STU1960,B.Sc Computer Science,Software Engineering,7.42,First Class,2,2,2,4,1,0,3,2,2,1,0,3,4,1,3,3,4,2,4,4,Database Management,Database Administrator
STU2502,BCA,Cloud & Security,6.31,Second Class,5,1,2,5,0,0,2,3,4,5,5,4,3,2,4,3,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing; Software Development,Machine Learning Engineer
STU1284,B.Sc Computer Science,Software Engineering,5.77,Pass,4,2,1,3,1,1,4,3,5,5,5,3,1,0,5,5,5,2,3,4,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity; Web Development,Data Scientist
STU1798,B.Sc Information Technology,Cloud & Security,6.02,Second Class,1,0,1,3,4,5,1,2,0,1,0,2,2,2,4,2,4,4,2,2,Web Development; Software Development; Cloud Computing; Data Science,Web Developer
STU1226,B.Sc Information Technology,Web Technologies,8.47,First Class,5,2,2,4,0,1,2,3,4,5,5,2,0,0,4,4,5,2,3,5,Data Science; Artificial Intelligence; Machine Learning; Software Development,Data Scientist
STU1027,B.Sc Information Technology,Data Science,8.96,Distinction,3,0,0,3,0,0,3,4,4,2,0,3,1,1,3,5,4,3,3,5,Data Analysis; Database Management,Data Analyst
STU1438,B.Sc Information Technology,Information Technology,7.88,First Class,3,2,4,3,3,1,0,2,2,2,0,2,1,1,4,3,4,5,2,4,Software Development; Web Development,Software Developer
STU2556,B.Sc Computer Science,Web Technologies,6.88,Second Class,5,1,4,2,1,1,0,2,4,5,5,2,2,2,2,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity; Data Analysis,Machine Learning Engineer
STU1230,B.Sc Information Technology,Information Technology,7.73,First Class,5,2,1,4,0,0,3,3,4,4,5,1,1,1,3,3,4,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Database Management; Cybersecurity,Data Scientist
STU1038,B.Sc Information Technology,Information Technology,6.6,Second Class,4,1,0,2,1,0,4,5,4,2,0,1,1,0,1,4,4,3,1,5,Data Analysis; Database Management; Software Development,Data Analyst
STU1750,B.Sc Information Technology,Web Technologies,7.45,First Class,3,2,1,2,5,4,1,0,0,1,0,2,2,2,4,3,4,4,2,4,Web Development; Software Development,Web Developer
STU2046,B.Sc Information Technology,Data Science,7.19,First Class,2,1,1,1,1,3,1,0,1,0,1,5,3,3,4,3,3,3,3,5,Cloud Computing; Cybersecurity; Database Management,Cloud Engineer
STU1470,B.Sc Information Technology,Cloud & Security,7.64,First Class,3,3,4,3,2,3,1,2,2,1,0,2,3,2,4,3,4,4,2,5,Software Development; Data Science; Machine Learning,Software Developer
STU2362,B.Sc Information Technology,Data Science,6.28,Second Class,4,3,2,3,3,2,0,2,0,0,0,3,5,5,3,3,5,3,4,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
STU2572,B.Sc Computer Science,Web Technologies,8.32,First Class,5,3,4,5,1,2,1,2,5,5,3,3,2,1,4,3,5,3,4,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
STU1688,B.Sc Computer Science,Software Engineering,7.74,First Class,3,2,1,4,5,5,2,2,0,1,0,3,2,1,4,3,4,4,2,3,Web Development; Software Development; Artificial Intelligence,Web Developer
STU2471,B.Sc Information Technology,Web Technologies,7.04,First Class,5,3,3,4,1,3,2,2,4,5,4,4,2,2,3,3,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU1640,B.Sc Information Technology,Web Technologies,7.92,First Class,3,2,2,3,5,5,1,1,0,1,0,2,2,3,4,3,4,5,2,3,Web Development; Software Development; Data Analysis,Web Developer
STU2379,B.Sc Computer Science,Data Science,7.32,First Class,3,2,2,3,3,3,2,1,1,1,0,2,3,5,3,2,5,4,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU2219,B.Sc Information Technology,Web Technologies,7.24,First Class,3,2,3,1,1,1,1,2,2,2,1,3,4,5,4,3,5,2,3,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
STU2159,B.Sc Computer Science,Web Technologies,8.31,First Class,3,1,0,3,1,2,0,2,0,0,1,5,4,1,4,3,4,4,4,4,Cloud Computing,Cloud Engineer
STU2331,B.Sc Information Technology,Software Engineering,6.42,Second Class,2,1,3,1,2,3,0,1,2,1,0,1,5,5,2,4,5,3,3,5,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
STU2301,B.Sc Information Technology,Cloud & Security,6.05,Second Class,3,0,3,3,2,1,1,1,1,0,0,2,4,5,2,3,5,3,3,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
STU2456,B.Sc Information Technology,Cloud & Security,7.45,First Class,5,3,4,2,0,2,0,2,4,4,4,4,1,2,3,3,5,5,4,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
STU1801,B.Sc Information Technology,Information Technology,6.55,Second Class,3,1,2,5,2,0,2,2,1,1,0,3,4,4,3,3,5,4,2,4,Database Management,Database Administrator
STU1161,B.Sc Information Technology,Web Technologies,5.56,Pass,3,0,0,3,0,1,4,5,4,1,0,1,0,1,0,4,5,3,2,4,Data Analysis; Database Management,Data Analyst
STU1957,B.Sc Computer Science,Web Technologies,8.07,First Class,1,1,1,4,0,0,1,1,2,0,1,2,3,4,4,3,4,3,4,3,Database Management; Cloud Computing,Database Administrator
STU2187,B.Sc Information Technology,Web Technologies,5.72,Pass,3,2,1,1,2,0,0,1,1,0,0,3,5,3,3,2,4,4,4,5,Cloud Computing; Data Analysis,Cloud Engineer
STU1822,BCA,Information Technology,7.42,First Class,2,2,0,5,1,1,3,2,2,1,0,2,2,4,1,4,4,3,4,4,Database Management,Database Administrator
STU2354,B.Sc Information Technology,Cloud & Security,7.07,First Class,3,2,3,3,2,2,1,0,2,2,1,1,5,5,2,3,5,3,2,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
STU1878,B.Sc Information Technology,Web Technologies,7.68,First Class,2,2,0,4,1,2,3,3,3,0,0,3,3,2,4,3,4,3,2,4,Database Management; Cybersecurity; Artificial Intelligence,Database Administrator
STU1914,B.Sc Information Technology,Cloud & Security,7.1,First Class,2,1,1,5,2,1,1,2,2,2,0,3,2,3,3,3,4,3,2,4,Database Management; Software Development; Cloud Computing,Database Administrator
STU1153,B.Sc Information Technology,Software Engineering,8.19,First Class,3,1,0,3,0,1,4,4,3,2,1,1,2,2,2,4,5,3,2,5,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
STU2466,B.Sc Information Technology,Data Science,7.13,First Class,3,2,3,5,1,1,2,3,4,5,5,5,2,2,3,3,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis,Machine Learning Engineer
STU1510,B.Sc Information Technology,Software Engineering,7.06,First Class,4,4,4,2,0,3,1,2,2,1,0,0,2,1,4,3,5,5,3,4,Software Development; Machine Learning; Cloud Computing,Software Developer
STU2136,B.Sc Information Technology,Web Technologies,7.35,First Class,3,2,1,2,0,3,0,0,1,2,0,5,4,1,3,3,3,5,2,4,Cloud Computing; Data Analysis,Cloud Engineer
STU2251,B.Sc Information Technology,Cloud & Security,6.18,Second Class,3,2,3,2,2,3,1,0,2,1,0,3,4,5,2,2,5,3,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU2339,B.Sc Information Technology,Data Science,6.4,Second Class,4,3,1,3,1,3,0,2,0,1,0,3,5,5,1,3,4,2,3,4,Cybersecurity; Cloud Computing; Database Management; Web Development,Cybersecurity Analyst
STU1104,B.Sc Information Technology,Data Science,7.55,First Class,4,0,0,5,2,2,4,5,4,1,0,2,0,1,2,3,4,3,2,4,Data Analysis; Database Management,Data Analyst
STU1587,B.Sc Information Technology,Information Technology,8.17,First Class,3,4,4,1,2,2,1,1,2,1,0,0,2,3,4,2,5,4,3,4,Software Development,Software Developer
STU2415,B.Sc Computer Science,Cloud & Security,7.41,First Class,4,4,3,4,0,2,2,2,4,5,5,3,1,2,4,3,4,4,2,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
STU2144,B.Sc Information Technology,Data Science,7.03,First Class,3,2,1,3,1,2,2,1,2,0,0,5,4,4,3,3,4,3,3,3,Cloud Computing; Web Development; Data Science,Cloud Engineer
STU1054,B.Sc Information Technology,Data Science,7.02,First Class,4,1,0,5,1,1,3,4,4,2,0,2,2,0,3,4,5,3,2,5,Data Analysis; Database Management; Data Science; Cybersecurity,Data Analyst
STU1152,B.Sc Information Technology,Information Technology,6.75,Second Class,1,1,1,4,1,1,3,4,3,1,0,1,2,0,2,4,3,2,2,5,Data Analysis; Database Management; Cloud Computing; Software Development,Data Analyst
STU1404,B.Sc Information Technology,Information Technology,5.93,Pass,5,3,5,3,2,1,2,0,2,1,0,2,2,2,4,3,5,4,3,4,Software Development; Artificial Intelligence; Cybersecurity,Software Developer
STU2552,B.Sc Information Technology,Web Technologies,8.62,Distinction,5,3,3,5,1,1,3,2,4,4,4,4,2,2,4,3,5,4,4,4,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing; Software Development,Machine Learning Engineer
STU1208,B.Sc Computer Science,Data Science,8.72,Distinction,5,2,0,5,1,1,3,3,5,5,3,3,0,1,2,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
