degree,specialization,cgpa,academic_performance,Python,Java,C_CPP,SQL,HTML_CSS,JavaScript,Excel,Power_BI,Statistics,Machine_Learning,Deep_Learning,Cloud_Computing,Networking,Cybersecurity,Git_GitHub,Communication,Problem_Solving,Teamwork,Leadership,Analytical_Thinking,interests,career_label
B.Sc Information Technology,Cloud & Security,7.17,First Class,2,2,1,5,1,2,1,2,3,1,0,2,3,3,3,2,3,3,3,5,Database Management; Data Science; Data Analysis,Database Administrator
B.Sc Information Technology,Software Engineering,7.35,First Class,4,3,4,3,2,0,1,0,3,1,0,3,5,5,3,3,5,3,4,5,Cybersecurity; Cloud Computing; Data Analysis; Machine Learning,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,6.83,Second Class,4,2,2,2,0,2,1,1,1,0,0,5,4,3,5,3,3,5,3,4,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Web Technologies,7.05,First Class,3,3,4,3,1,0,0,1,0,1,0,1,5,5,4,4,4,3,2,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
BCA,Data Science,7.47,First Class,3,0,0,5,0,0,4,4,4,2,0,2,1,0,2,4,4,2,2,5,Data Analysis; Database Management; Machine Learning; Web Development,Data Analyst
B.Sc Information Technology,Cloud & Security,8.59,Distinction,4,3,3,3,2,3,1,0,2,0,0,3,2,0,3,3,5,4,3,4,Software Development; Cybersecurity,Software Developer
B.Sc Information Technology,Information Technology,6.38,Second Class,5,3,2,3,1,2,0,1,4,4,5,2,3,2,4,3,5,4,2,4,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
BCA,Information Technology,6.71,Second Class,3,2,2,5,1,1,3,1,2,0,0,4,1,3,3,3,4,3,3,3,Database Management; Data Analysis,Database Administrator
B.Sc Information Technology,Cloud & Security,8.18,First Class,5,1,1,3,1,1,4,4,5,5,5,3,0,1,4,4,4,2,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Data Science,6.24,Second Class,3,4,4,2,3,1,2,2,2,1,0,2,2,2,4,3,5,3,3,4,Software Development; Data Science; Cloud Computing,Software Developer
B.Sc Information Technology,Web Technologies,6.42,Second Class,3,2,1,4,5,5,1,2,0,0,0,3,1,3,3,2,3,4,3,3,Web Development; Software Development; Data Analysis,Web Developer
B.Sc Information Technology,Web Technologies,7.79,First Class,3,2,3,2,1,2,2,1,2,0,0,3,5,5,3,2,5,2,3,4,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,7.88,First Class,5,1,1,5,1,0,3,4,5,5,5,4,1,1,4,4,5,3,3,4,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Information Technology,7.31,First Class,1,3,1,5,1,0,3,2,2,1,0,3,4,4,3,2,3,4,4,5,Database Management; Machine Learning,Database Administrator
B.Sc Information Technology,Web Technologies,8.27,First Class,3,0,1,2,0,2,0,1,1,0,1,4,4,3,4,4,5,5,3,4,Cloud Computing; Data Science; Web Development,Cloud Engineer
B.Sc Information Technology,Web Technologies,7.04,First Class,4,1,1,4,5,5,2,1,0,1,0,2,2,2,4,2,4,4,3,3,Web Development; Software Development; Data Analysis; Cloud Computing,Web Developer
B.Sc Information Technology,Software Engineering,8.76,Distinction,3,0,3,3,3,2,1,0,2,0,1,2,5,3,3,3,5,2,3,5,Cybersecurity; Cloud Computing; Software Development; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Cloud & Security,8.08,First Class,2,1,1,4,5,5,1,1,0,2,0,2,3,0,5,3,4,3,3,4,Web Development; Software Development,Web Developer
B.Sc Information Technology,Data Science,6.99,Second Class,5,3,3,4,1,2,2,2,3,4,5,2,2,2,4,3,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis,Machine Learning Engineer
BCA,Information Technology,7.33,First Class,3,2,3,1,1,1,1,1,2,0,0,1,3,3,4,3,5,2,4,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
B.Sc Information Technology,Data Science,6.93,Second Class,3,2,0,5,1,1,3,1,2,1,0,3,3,2,3,3,4,4,3,4,Database Management,Database Administrator
B.Sc Information Technology,Cloud & Security,8.07,First Class,4,3,3,3,1,0,3,2,5,5,3,4,2,3,5,3,5,5,4,5,Machine Learning; Artificial Intelligence; Data Science; Software Development,Machine Learning Engineer
B.Sc Computer Science,Web Technologies,7.28,First Class,3,3,1,3,4,4,0,1,2,1,0,1,2,2,4,3,4,4,1,2,Web Development; Software Development; Machine Learning,Web Developer
B.Sc Information Technology,Information Technology,6.4,Second Class,2,1,1,4,2,0,4,4,4,0,0,1,1,1,2,3,5,3,2,4,Data Analysis; Database Management; Cybersecurity,Data Analyst
B.Sc Information Technology,Data Science,7.33,First Class,3,1,0,4,1,1,4,2,4,2,0,3,1,0,0,4,3,3,3,5,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
B.Sc Computer Science,Data Science,7.18,First Class,3,2,1,2,0,1,0,1,1,2,0,3,5,4,3,3,5,2,3,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
B.Sc Information Technology,Cloud & Security,7.74,First Class,2,1,3,3,1,2,0,1,2,1,0,4,5,5,1,3,5,4,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
B.Sc Information Technology,Software Engineering,7.23,First Class,2,0,1,3,1,2,0,2,3,0,0,2,5,5,3,3,5,3,4,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.65,Second Class,2,2,1,2,0,2,0,1,2,1,0,5,3,3,4,3,3,3,4,5,Cloud Computing; Cybersecurity,Cloud Engineer
B.Sc Information Technology,Data Science,6.77,Second Class,4,2,2,0,0,0,1,0,0,0,0,5,2,3,3,3,5,5,3,4,Cloud Computing; Database Management; Cybersecurity,Cloud Engineer
B.Sc Information Technology,Cloud & Security,5.74,Pass,4,3,3,4,2,1,2,2,3,5,5,5,3,2,4,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity; Web Development,Machine Learning Engineer
B.Sc Computer Science,Web Technologies,7.83,First Class,4,2,2,4,2,2,1,2,3,3,5,5,3,2,3,3,4,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Software Development,Machine Learning Engineer
B.Sc Information Technology,Information Technology,7.03,First Class,3,2,1,1,1,1,0,2,1,0,0,5,4,1,4,3,5,3,3,4,Cloud Computing; Data Analysis,Cloud Engineer
B.Sc Information Technology,Information Technology,6.01,Second Class,3,2,1,4,1,2,1,1,1,0,1,4,4,3,3,3,5,3,2,5,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
B.Sc Computer Science,Cloud & Security,8.98,Distinction,4,3,1,4,1,1,3,3,4,4,4,4,1,2,4,4,4,2,3,4,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Data Science,7.53,First Class,3,1,2,3,4,5,0,1,2,2,0,2,2,1,5,3,4,5,1,3,Web Development; Software Development; Database Management; Data Analysis,Web Developer
B.Sc Information Technology,Data Science,7.56,First Class,3,2,1,3,4,4,1,1,1,0,0,2,2,1,4,4,4,4,2,3,Web Development; Software Development; Data Analysis,Web Developer
B.Sc Information Technology,Information Technology,9.9,Distinction,3,1,1,3,3,3,1,2,0,1,0,2,4,5,3,4,4,3,3,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
B.Sc Information Technology,Software Engineering,6.48,Second Class,4,4,3,3,2,3,1,0,2,2,0,2,2,2,3,3,5,5,2,5,Software Development; Machine Learning,Software Developer
B.Sc Computer Science,Software Engineering,7.43,First Class,2,4,4,1,2,2,2,2,2,2,0,2,2,2,3,3,5,3,3,4,Software Development,Software Developer
BCA,Web Technologies,8.47,First Class,5,1,3,4,1,2,2,2,5,4,5,4,1,3,2,2,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
B.Sc Information Technology,Information Technology,8.15,First Class,3,2,3,2,1,2,0,0,3,0,0,4,5,5,4,4,5,3,3,5,Cybersecurity; Cloud Computing; Software Development; Web Development,Cybersecurity Analyst
B.Sc Computer Science,Software Engineering,8.27,First Class,1,1,0,4,1,1,5,4,3,0,1,0,2,1,3,4,5,3,2,5,Data Analysis; Database Management; Machine Learning,Data Analyst
B.Sc Information Technology,Information Technology,7.96,First Class,1,2,1,3,5,5,0,2,2,1,1,0,2,1,3,3,4,4,2,3,Web Development; Software Development,Web Developer
BCA,Data Science,6.8,Second Class,2,2,0,4,1,2,5,2,4,1,0,1,1,1,1,4,4,3,2,4,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
B.Sc Information Technology,Web Technologies,8.06,First Class,5,2,0,3,1,1,3,1,5,5,3,3,1,1,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Data Science,8.82,Distinction,5,3,3,5,0,1,2,2,5,5,4,4,2,1,4,3,5,4,2,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,7.91,First Class,3,1,0,2,1,1,4,3,4,3,0,0,1,0,1,5,3,3,2,5,Data Analysis; Database Management; Cloud Computing,Data Analyst
B.Sc Information Technology,Software Engineering,6.38,Second Class,0,1,1,4,0,1,3,3,2,2,0,2,2,2,3,3,5,4,3,4,Database Management,Database Administrator
B.Sc Information Technology,Information Technology,7.04,First Class,3,2,1,3,2,3,0,1,1,1,0,3,4,4,4,3,3,4,3,5,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Web Technologies,6.71,Second Class,1,1,1,5,1,1,2,2,2,1,1,3,3,2,2,3,4,3,3,4,Database Management; Data Science; Data Analysis,Database Administrator
B.Sc Information Technology,Information Technology,8.66,Distinction,5,2,4,4,1,1,1,2,5,5,5,4,3,2,3,3,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Cloud & Security,7.58,First Class,5,3,3,3,1,1,2,3,4,5,4,4,2,0,4,3,4,4,3,4,Machine Learning; Artificial Intelligence; Data Science; Data Analysis,Machine Learning Engineer
B.Sc Information Technology,Information Technology,7.09,First Class,2,2,1,3,5,4,1,1,0,1,0,0,1,3,3,3,5,4,2,4,Web Development; Software Development; Artificial Intelligence,Web Developer
B.Sc Computer Science,Software Engineering,8.09,First Class,5,2,1,5,0,1,3,3,5,3,4,3,0,1,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
B.Sc Information Technology,Web Technologies,7.91,First Class,3,2,1,4,1,1,4,2,5,5,4,3,1,1,4,5,5,3,2,5,Data Science; Artificial Intelligence; Machine Learning; Software Development; Cybersecurity,Data Scientist
B.Sc Information Technology,Information Technology,6.48,Second Class,3,1,2,3,2,2,0,1,2,1,0,3,5,5,4,4,5,2,3,4,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
B.Sc Information Technology,Cloud & Security,6.96,Second Class,2,5,4,3,2,2,2,2,2,2,0,3,2,2,3,3,5,5,4,3,Software Development,Software Developer
B.Sc Information Technology,Information Technology,6.68,Second Class,3,2,0,2,4,5,1,0,1,1,0,1,2,2,5,3,3,3,2,3,Web Development; Software Development; Artificial Intelligence; Database Management,Web Developer
B.Sc Information Technology,Data Science,7.5,First Class,5,2,2,4,1,2,2,2,2,5,5,5,3,1,5,4,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Cybersecurity,Machine Learning Engineer
B.Sc Information Technology,Information Technology,8.25,First Class,2,2,2,3,3,5,0,1,0,2,0,0,2,1,4,4,3,4,3,3,Web Development; Software Development; Machine Learning; Cybersecurity,Web Developer
B.Sc Computer Science,Data Science,7.98,First Class,4,2,0,4,1,1,3,2,5,4,4,3,1,0,4,4,4,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Computer Science,Cloud & Security,8.16,First Class,2,1,0,1,5,3,0,0,2,1,0,2,2,2,4,3,5,4,2,3,Web Development; Software Development; Cybersecurity; Machine Learning,Web Developer
B.Sc Information Technology,Information Technology,7.84,First Class,3,0,0,4,1,1,3,3,4,2,0,2,2,1,2,4,4,3,2,5,Data Analysis; Database Management; Software Development,Data Analyst
B.Sc Information Technology,Software Engineering,7.27,First Class,5,2,1,3,1,0,2,4,5,5,3,3,0,0,2,4,5,2,3,5,Data Science; Artificial Intelligence; Machine Learning; Software Development,Data Scientist
B.Sc Information Technology,Web Technologies,7.24,First Class,2,2,2,3,5,5,0,1,0,1,0,2,1,2,3,2,4,4,1,3,Web Development; Software Development; Cloud Computing; Database Management,Web Developer
B.Sc Information Technology,Information Technology,7.39,First Class,4,2,1,2,0,3,0,0,1,0,0,5,3,2,4,4,5,3,4,4,Cloud Computing; Web Development,Cloud Engineer
B.Sc Information Technology,Data Science,8.28,First Class,3,2,0,3,5,4,2,1,2,0,0,2,2,2,5,3,4,5,2,3,Web Development; Software Development; Data Analysis,Web Developer
B.Sc Information Technology,Information Technology,8.47,First Class,5,2,0,4,1,1,3,3,5,5,4,3,1,1,4,4,5,2,4,5,Data Science; Artificial Intelligence; Machine Learning; Software Development,Data Scientist
B.Sc Information Technology,Web Technologies,8.22,First Class,2,3,1,4,1,0,4,2,2,1,0,4,2,3,3,4,5,4,3,4,Database Management; Machine Learning,Database Administrator
B.Sc Information Technology,Information Technology,7.04,First Class,3,2,0,3,5,4,0,2,0,2,0,2,2,0,4,3,5,4,2,3,Web Development; Software Development; Artificial Intelligence,Web Developer
B.Sc Information Technology,Information Technology,8.09,First Class,5,2,3,4,0,2,2,0,4,5,4,4,3,3,4,3,4,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Cloud Computing,Machine Learning Engineer
B.Sc Information Technology,Data Science,7.39,First Class,4,1,0,4,0,1,3,4,4,3,0,2,0,2,3,4,4,3,1,5,Data Analysis; Database Management; Machine Learning,Data Analyst
B.Sc Information Technology,Software Engineering,8.51,Distinction,3,2,0,0,1,0,2,0,0,0,0,5,4,4,4,2,4,5,2,4,Cloud Computing; Software Development; Cybersecurity,Cloud Engineer
B.Sc Information Technology,Cloud & Security,7.67,First Class,5,3,3,3,0,2,1,1,4,5,5,4,2,2,5,3,5,4,4,4,Machine Learning; Artificial Intelligence; Data Science; Data Analysis,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,6.63,Second Class,2,3,1,1,1,2,0,2,2,0,0,5,3,3,4,3,4,4,4,4,Cloud Computing; Software Development; Cybersecurity,Cloud Engineer
B.Sc Information Technology,Information Technology,6.2,Second Class,5,4,2,4,1,2,2,3,4,5,5,3,0,2,4,4,5,5,4,5,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,8.0,First Class,5,3,4,4,2,2,2,2,4,5,5,4,2,2,2,3,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
BCA,Data Science,6.02,Second Class,3,1,0,3,0,2,3,4,4,2,1,2,2,0,1,4,5,4,1,5,Data Analysis; Database Management; Data Science; Artificial Intelligence,Data Analyst
B.Sc Information Technology,Data Science,6.98,Second Class,3,2,1,3,1,2,1,1,0,0,0,5,3,2,4,3,5,3,4,4,Cloud Computing; Web Development; Software Development,Cloud Engineer
B.Sc Information Technology,Information Technology,8.13,First Class,2,2,0,4,0,2,4,4,2,2,0,3,0,0,0,4,4,2,2,5,Data Analysis; Database Management; Machine Learning,Data Analyst
B.Sc Information Technology,Cloud & Security,6.56,Second Class,2,2,1,2,1,2,0,0,1,1,0,5,5,4,4,2,4,4,3,4,Cloud Computing; Machine Learning,Cloud Engineer
B.Sc Information Technology,Web Technologies,6.86,Second Class,2,2,0,5,1,1,3,1,2,2,1,3,3,4,4,3,4,3,2,4,Database Management; Web Development; Data Science,Database Administrator
B.Sc Information Technology,Cloud & Security,8.08,First Class,5,2,2,4,2,3,0,3,4,4,5,5,1,1,4,2,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity; Web Development,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,7.72,First Class,5,4,3,3,1,1,2,2,5,4,5,2,2,1,5,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Computer Science,Information Technology,7.2,First Class,3,2,3,3,3,3,1,1,2,0,0,3,5,5,3,4,5,3,4,5,Cybersecurity; Cloud Computing; Database Management; Data Analysis,Cybersecurity Analyst
B.Sc Computer Science,Software Engineering,7.21,First Class,5,2,0,4,2,2,2,3,5,5,2,3,2,1,4,4,4,3,3,4,Data Science; Artificial Intelligence; Machine Learning; Software Development; Cloud Computing,Data Scientist
BCA,Cloud & Security,6.15,Second Class,2,1,0,5,2,1,3,1,2,1,0,3,3,3,2,3,5,3,3,4,Database Management; Artificial Intelligence,Database Administrator
B.Sc Information Technology,Web Technologies,7.95,First Class,4,1,3,4,0,3,3,2,4,5,5,3,2,3,4,4,5,4,4,4,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,7.13,First Class,2,1,3,3,2,2,1,1,1,1,0,3,3,5,3,2,5,3,3,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
B.Sc Information Technology,Data Science,6.16,Second Class,3,2,4,3,2,2,1,1,1,1,0,3,5,5,2,4,5,3,2,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Software Engineering,7.92,First Class,2,2,1,5,1,1,1,0,2,1,0,3,3,2,4,3,4,3,4,3,Database Management; Data Analysis,Database Administrator
B.Sc Information Technology,Information Technology,8.1,First Class,3,0,3,2,2,2,1,1,1,0,0,1,5,5,3,2,5,4,4,4,Cybersecurity; Cloud Computing; Database Management; Software Development,Cybersecurity Analyst
B.Sc Computer Science,Software Engineering,5.97,Pass,2,2,1,5,1,1,1,0,1,0,0,3,3,3,3,3,4,4,2,5,Database Management; Software Development,Database Administrator
B.Sc Information Technology,Data Science,7.27,First Class,2,2,2,4,1,1,3,3,0,0,0,3,1,3,3,3,4,2,2,4,Database Management; Artificial Intelligence,Database Administrator
B.Sc Information Technology,Cloud & Security,6.72,Second Class,2,2,0,2,3,5,1,0,1,0,1,2,2,2,4,3,4,5,2,4,Web Development; Software Development; Machine Learning; Cybersecurity,Web Developer
B.Sc Information Technology,Cloud & Security,5.61,Pass,5,2,3,5,1,2,2,0,4,5,5,3,0,2,3,3,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
B.Sc Information Technology,Data Science,7.03,First Class,3,2,1,3,1,2,2,1,2,0,0,5,4,4,3,3,4,3,3,3,Cloud Computing; Web Development; Data Science,Cloud Engineer
B.Sc Information Technology,Data Science,8.24,First Class,4,5,5,3,2,2,1,1,3,0,0,2,2,1,4,3,5,4,3,4,Software Development,Software Developer
B.Sc Information Technology,Cloud & Security,7.26,First Class,3,0,1,3,5,5,1,0,1,2,0,2,2,2,4,3,4,4,2,3,Web Development; Software Development,Web Developer
B.Sc Computer Science,Cloud & Security,8.42,First Class,4,3,4,3,1,1,1,1,2,0,0,1,3,2,4,4,5,3,3,4,Software Development; Artificial Intelligence,Software Developer
B.Sc Information Technology,Data Science,7.69,First Class,3,4,4,2,2,4,2,1,2,1,0,2,3,3,4,3,4,4,3,5,Software Development; Data Analysis; Machine Learning,Software Developer
B.Sc Information Technology,Software Engineering,6.52,Second Class,2,3,1,3,1,2,0,1,1,1,0,5,4,2,4,4,4,4,4,3,Cloud Computing; Web Development,Cloud Engineer
B.Sc Information Technology,Cloud & Security,8.58,Distinction,5,3,3,3,1,1,2,2,3,4,3,4,1,2,4,3,5,4,4,4,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Cloud & Security,7.45,First Class,5,3,4,2,0,2,0,2,4,4,4,4,1,2,3,3,5,5,4,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
B.Sc Information Technology,Data Science,7.94,First Class,5,2,2,2,0,0,4,3,5,3,5,3,1,1,2,4,5,2,3,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing; Web Development,Data Scientist
B.Sc Information Technology,Web Technologies,6.67,Second Class,4,3,2,4,0,2,1,3,4,4,5,3,2,2,3,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development; Data Analysis,Machine Learning Engineer
BCA,Cloud & Security,7.54,First Class,3,0,0,4,1,1,4,4,3,2,0,3,1,1,1,4,3,3,2,5,Data Analysis; Database Management,Data Analyst
B.Sc Computer Science,Web Technologies,7.12,First Class,2,3,1,4,5,5,1,0,0,1,0,3,2,2,3,3,3,5,1,3,Web Development; Software Development,Web Developer
B.Sc Information Technology,Data Science,8.98,Distinction,4,3,1,4,2,2,0,3,3,5,5,4,2,1,4,2,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis,Machine Learning Engineer
B.Sc Information Technology,Information Technology,5.5,Pass,1,1,2,2,5,3,0,1,1,1,0,2,2,1,2,2,4,3,2,2,Web Development; Software Development,Web Developer
B.Sc Computer Science,Software Engineering,7.74,First Class,1,2,2,3,5,5,1,1,1,0,0,2,2,3,4,2,4,4,2,3,Web Development; Software Development; Artificial Intelligence,Web Developer
B.Sc Information Technology,Data Science,6.2,Second Class,3,0,0,1,1,3,1,0,1,0,0,5,4,2,4,2,4,4,3,5,Cloud Computing; Software Development,Cloud Engineer
B.Sc Information Technology,Information Technology,6.72,Second Class,3,0,1,4,1,2,4,5,4,2,0,1,1,1,2,4,5,3,2,5,Data Analysis; Database Management; Cybersecurity; Artificial Intelligence,Data Analyst
B.Sc Information Technology,Software Engineering,6.51,Second Class,2,0,2,3,0,2,1,1,2,1,1,3,5,5,3,3,5,3,2,4,Cybersecurity; Cloud Computing,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.47,Second Class,4,1,0,2,0,2,1,1,1,0,0,5,2,3,4,3,4,4,3,3,Cloud Computing; Database Management,Cloud Engineer
B.Sc Information Technology,Web Technologies,8.06,First Class,3,2,1,3,5,4,2,1,1,1,0,1,0,2,5,3,4,5,2,3,Web Development; Software Development,Web Developer
B.Sc Information Technology,Web Technologies,7.74,First Class,3,2,1,2,5,5,2,1,1,0,1,2,3,2,4,3,4,4,2,3,Web Development; Software Development; Machine Learning; Data Science,Web Developer
B.Sc Information Technology,Information Technology,7.36,First Class,4,2,1,4,1,1,3,2,4,5,4,3,1,1,3,4,5,3,3,4,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Data Science,6.79,Second Class,3,2,4,3,2,2,0,1,0,2,0,4,4,5,3,4,4,3,3,5,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
B.Sc Information Technology,Cloud & Security,6.96,Second Class,5,3,4,2,2,2,2,2,1,1,0,1,2,2,3,3,5,5,4,3,Software Development; Data Analysis; Database Management,Software Developer
B.Sc Information Technology,Software Engineering,7.49,First Class,2,2,0,5,2,2,2,3,1,1,1,3,4,3,2,3,4,3,2,4,Database Management; Cybersecurity; Machine Learning,Database Administrator
B.Sc Information Technology,Data Science,6.64,Second Class,2,2,1,1,0,2,1,1,1,1,0,5,4,3,5,3,4,3,4,4,Cloud Computing; Data Analysis,Cloud Engineer
B.Sc Information Technology,Software Engineering,8.72,Distinction,4,2,1,4,1,1,2,3,5,5,4,4,1,0,4,4,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Software Development,Data Scientist
B.Sc Information Technology,Cloud & Security,8.48,First Class,2,2,2,3,3,2,0,2,2,0,0,3,5,5,2,4,5,3,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
B.Sc Computer Science,Information Technology,8.27,First Class,3,0,0,3,2,1,5,4,4,0,0,2,2,0,2,4,4,3,2,5,Data Analysis; Database Management; Machine Learning,Data Analyst
B.Sc Information Technology,Data Science,7.62,First Class,2,1,0,3,5,3,1,2,1,1,0,2,2,2,3,3,4,4,3,4,Web Development; Software Development,Web Developer
B.Sc Information Technology,Web Technologies,7.01,First Class,3,3,1,0,2,2,1,1,1,2,0,4,5,1,5,3,4,3,4,4,Cloud Computing; Artificial Intelligence; Data Science,Cloud Engineer
B.Sc Information Technology,Web Technologies,7.34,First Class,3,2,1,3,4,5,1,1,1,0,0,2,2,2,4,4,3,4,2,3,Web Development; Software Development; Cybersecurity,Web Developer
B.Sc Information Technology,Data Science,8.35,First Class,3,2,1,2,0,2,0,0,1,1,1,5,4,2,4,3,4,4,3,3,Cloud Computing; Data Analysis,Cloud Engineer
B.Sc Information Technology,Software Engineering,5.5,Pass,3,2,1,0,0,1,2,1,1,1,0,5,4,4,5,4,4,5,3,5,Cloud Computing; Software Development; Web Development,Cloud Engineer
B.Sc Computer Science,Data Science,6.56,Second Class,3,2,1,3,0,3,0,1,1,1,0,5,5,3,4,4,5,4,3,5,Cloud Computing; Machine Learning; Cybersecurity,Cloud Engineer
B.Sc Information Technology,Web Technologies,7.85,First Class,5,4,3,4,0,0,1,1,4,5,3,4,1,3,4,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,6.17,Second Class,2,3,3,3,1,2,1,1,2,0,1,3,5,5,3,4,5,4,3,5,Cybersecurity; Cloud Computing; Machine Learning; Data Science,Cybersecurity Analyst
B.Sc Computer Science,Software Engineering,6.93,Second Class,3,2,2,3,5,5,1,1,1,2,0,3,3,2,4,3,5,3,2,3,Web Development; Software Development; Cloud Computing; Data Science,Web Developer
B.Sc Information Technology,Cloud & Security,7.83,First Class,4,3,1,2,5,3,1,0,2,1,0,2,1,2,4,4,3,4,2,2,Web Development; Software Development,Web Developer
B.Sc Information Technology,Web Technologies,6.73,Second Class,3,2,1,1,0,0,1,1,2,1,0,5,3,1,4,3,5,4,2,5,Cloud Computing; Data Science,Cloud Engineer
B.Sc Information Technology,Web Technologies,7.69,First Class,4,1,0,2,2,0,3,2,5,5,4,3,0,2,5,5,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
B.Sc Information Technology,Data Science,6.74,Second Class,3,1,0,3,4,4,0,1,1,1,0,2,2,2,4,3,4,4,1,3,Web Development; Software Development; Cloud Computing,Web Developer
B.Sc Information Technology,Web Technologies,7.17,First Class,3,0,3,3,3,2,1,1,2,1,0,3,5,5,3,3,5,2,3,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
BCA,Data Science,6.53,Second Class,3,1,1,2,0,3,0,0,1,1,1,5,3,4,5,2,4,4,3,5,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Information Technology,5.88,Pass,2,2,2,4,2,2,0,1,1,1,0,2,3,5,2,3,5,3,3,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
BCA,Software Engineering,7.55,First Class,5,3,4,4,1,1,2,1,5,4,4,5,1,1,4,3,5,4,2,5,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
B.Sc Computer Science,Software Engineering,5.5,Pass,1,2,0,5,1,1,4,3,1,0,0,3,3,3,3,4,4,3,3,5,Database Management; Artificial Intelligence,Database Administrator
B.Sc Information Technology,Data Science,8.53,Distinction,0,2,1,5,0,1,3,1,2,0,0,3,3,4,3,3,4,3,4,4,Database Management; Software Development,Database Administrator
B.Sc Information Technology,Software Engineering,6.5,Second Class,1,2,1,2,2,2,1,0,0,0,0,5,4,3,2,3,3,4,3,4,Cloud Computing; Cybersecurity,Cloud Engineer
B.Sc Information Technology,Cloud & Security,5.78,Pass,5,4,4,2,2,1,0,1,1,0,0,1,1,0,3,3,5,4,3,3,Software Development,Software Developer
